name,rating,types,directors,actors
傲娇与偏见,8.3,喜剧/爱情,李海蜀/黄彦威,迪丽热巴/张云龙/高伟光/金晨/马薇薇/范湉湉/迈克·安吉洛/周海媚/樊野/李彧
封神传奇,8.3,剧情/动作/奇幻,许安,李连杰/范冰冰/黄晓明/杨颖/古天乐/文章/向佐/梁家辉/祖峰/安志杰/许晴/陈小春
箭士柳白猿,8.3,剧情/武侠/古装,徐浩峰,宋洋/于承惠/李呈媛/王燕妮/赵峥/李长麟/马君
第三种爱情,8.3,爱情,李宰汉,刘亦菲/宋承宪/欧弟/江语晨/孟佳
华丽上班族,8.3,剧情/喜剧/爱情/歌舞,杜琪峰,周润发/张艾嘉/陈奕迅/汤唯/王紫逸/郎月婷/张兆辉/天心/车婉婉/洪天明/朱健钧/龚慈恩
命中注定,8.3,喜剧/爱情,张皓,汤唯/廖凡/苏岩/方芳/刘韬/谢东燊
闯入者,8.3,剧情/惊悚/犯罪,王小帅,吕中/冯远征/秦海璐/秦昊/石榴/黄素影/韩艺博/许守钦/赵泽龙/李苒苒
冲上云霄,8.3,剧情/爱情,叶伟信/邹凯光,古天乐/郑秀文/吴镇宇/张智霖/佘诗曼/郭采洁/朱璇/刘俊孝/马国明/江美仪/恭硕良/马鑫/廖京生
有种你爱我,8.3,喜剧/爱情,李欣蔓,江一燕/郑恺/于笑/于嘉萌/常方源/陈作深/刘沙/师春玲/李长麟/谈莎莎/哈斯高娃/王膺然
奔跑吧！兄弟,8.3,喜剧,胡笳/岑俊义,杨颖/王宝强/李晨/陈赫/郑恺/王祖蓝/谢依霖/熊黛林/郭京飞/伊一/金钟国
露水红颜,8.3,爱情,高希希,刘亦菲/郑智薰/王学兵/陈冲/邵峰/唐嫣/安志杰/孙海英/林依轮/董勇
痞子英雄2：黎明升起,8.3,剧情/动作/犯罪,蔡岳勋,赵又廷/林更新/黄渤/张钧甯/蔡岳勋/修杰楷/关颖/邹承恩/刘碧丽/古力娜扎
军中乐园,8.3,剧情/爱情/历史,钮承泽,阮经天/万茜/陈意涵/陈建斌/王柏杰/苗可丽/陈大天/洪胜德/陈匡荣/廖启智/石知田
四大名捕大结局,8.3,动作/爱情/悬疑/武侠/古装,陈嘉上/秦小珍,邓超/刘亦菲/邹兆龙/郑中基/黄秋生/江一燕/柳岩/吴秀波/邓萃雯/李子雄/苏有朋/于承惠/包贝尔/向恬冉/吴映洁/刘俊纬/曹炳琨
魔警,8.3,动作/悬疑/惊悚/犯罪,林超贤,吴彦祖/张家辉/思漩/安志杰/廖启智/林嘉华/李国麟/欧锦棠/陈芷菁/梁焯满
救火英雄,8.3,动作/灾难,郭子健,谢霆锋/余文乐/任达华/胡军/白冰/陈伟霆/安志杰/谭耀文/廖启智/吴浩康/卫诗雅/关智斌/洛诗/刘伟强/邵音音/冼色丽/洪卓立/刘洵
四大名捕2,8.3,动作/悬疑/奇幻/武侠/古装,陈嘉上/秦小珍,邓超/刘亦菲/邹兆龙/郑中基/黄秋生/江一燕/成泰燊/柳岩/吴秀波/邓萃雯/于承惠/包贝尔/向恬冉/吴映洁/刘俊纬/李子雄/张兆辉/周海媚/卢惠光/苗驰/曹炳琨/高天/刘子威/蒋一帆/刘峰超/李紫菻/李欣烨/邱晔/李宛真/张煜雯
大明劫,8.3,剧情/历史/古装,王竞,冯远征/戴立忍/冯波/杨旸/钱学格/司源/马精武/胡晓光/余少群
非常幸运,8.3,喜剧/爱情,丹尼·高顿,章子怡/王力宏/林心如/姚晨/蔡少芬/郑恺/关颖/高捷/邢思杰/张晋/刘桦/戎祥
宫锁沉香,8.3,剧情/爱情/古装,潘安子,周冬雨/陈晓/朱梓骁/赵丽颖/包贝尔/赵文瑄/邬君梅/陆毅/张卫健/张茜/苑琼丹/黄圣依/蒋依依/张子枫
血滴子,8.3,动作/武侠/古装,刘伟强,黄晓明/阮经天/李宇春/余文乐/井柏然/周一围/蒲巴甲/高天/文章/刘伟强/李梦/王羽/金士杰
太极2：英雄崛起,8.3,喜剧/动作/奇幻/武侠/古装,冯德伦,梁家辉/袁晓超/杨颖/彭于晏/冯绍峰/谢欣颖/冯淬帆/吴迪/熊乃瑾/申思/英达/刘碧丽/冯德伦/陈思诚/彼得·斯特曼/袁文康/谢贤/元彪/吴彦祖
铜雀台,8.3,剧情/古装,赵林山,周润发/刘亦菲/苏有朋/玉木宏/伊能静/邱心志/姚橹/倪大红/牛犇/罗家英/保剑锋/池程/王洪千/曲泉丞/彭敬慈/张籽沐/刘杰毅/郭金非/田瑞辉/颜冠英/金延虎/李胜达/王羽铮/王祖卿/付俊龙
搞定岳父大人,8.3,喜剧/爱情/家庭,李海蜀,徐峥/许绍雄/林鹏/李凤绪
我11,8.3,剧情/犯罪,王小帅,闫妮/刘文卿/莫诗旎/王景春/王紫逸/乔任梁/于越/张珂源/钟国流星/楼逸昊
飞越老人院,8.3,剧情/喜剧,张杨,许还山/吴天明/李滨/颜丙燕/田华/斯琴高娃/王德顺/贾凤森/牛犇/韩童生/黄素影/刘江/管宗祥/仲星火/蔡鸿翔/唐佐辉/江化霖/刘栋/张华勋/王连生/陈志宏/高歌/姚刚/尚天瞳/程伊/胡明/陈平/冯静恩/史玉林/金弘
孙子从美国来,8.3,剧情/家庭/儿童,曲江涛,罗京民/丁佳明/刘天佐
倾城之泪,8.3,剧情/爱情,黄真真,周冬雨/李治廷/任贤齐/梁咏琪/窦骁/陈乔恩
东成西就2011,8.3,喜剧/动作/爱情/音乐/奇幻,刘镇伟,陈奕迅/莫文蔚/钟镇涛/黄奕/郑伊健/谭维维/苏永康/房祖名/邓丽欣/钟绍图/李宗盛/方力申/林二汶/林一峰/唐嫣/杨幂/范逸臣
夏日乐悠悠,8.3,喜剧/爱情,马楚成,彭于晏/杨颖/朱雨辰/周扬/何洁
大武生,8.3,剧情/动作/爱情,高晓松,吴尊/韩庚/徐熙媛/元彪/伊能静/于荣光/刘谦/钱嘉乐
魁拔之十万火急,8.3,动画/儿童/奇幻/冒险,王川,竹内顺子/关俊彦/樱井孝宏/柿原彻也/山口理惠/姜广涛/阿杰/刘婧荦/王凯/季冠霖/敖磊
财神客栈,8.3,喜剧/动作/悬疑/古装,王晶,谢霆锋/张家辉/黄奕/蔡卓妍/刘洋/佟大为/何家劲/郑皓原/郑逸桐
假装情侣,8.3,喜剧/爱情,刘奋斗,黄渤/江一燕/张默/夏嘉伟
隐婚男女,8.3,剧情/爱情,叶念琛,陈奕迅/刘若英/白冰/庾澄庆/林依轮/秦岚/陈昊
神奇侠侣,8.3,喜剧,谷德昭,古天乐/吴君如/李菁/王柏杰/何伟/文章/杜汶泽/李沁
爱出色,8.3,喜剧/爱情,陈奕利,姚晨/刘烨/陈冲/朱虹/莫小棋/王喜/苏芒/洪晃/高圆圆/吕燕/俞飞鸿/岳敏君/林芮西
决战刹马镇,8.3,喜剧/西部/冒险,李蔚然,孙红雷/林志玲/李立群/黄海波/甘薇/马健/曹炳琨/包贝尔
我们天上见,8.3,剧情/家庭,蒋雯丽,朱旭/姚君/朱一诺/刘烨/马思纯/蒋雯丽
美丽密令,8.3,喜剧,王晶,蔡卓妍/吴君如/陆毅/谢娜/樊少皇/陈伟霆/詹瑞文/许绍雄
苏乞儿,8.3,剧情/动作/历史,袁和平,赵文卓/周迅/杨紫琼/周杰伦/安志杰/郭晓东/刘家辉/蒋璐霞/刘畊宏/梁家仁/向佐/黎烈弓/闫妮/冯小刚/大卫·卡拉丁
金钱帝国,8.3,犯罪,王晶,梁家辉/陈奕迅/黄秋生/刘洋/林保怡/方力申/王晶/徐子珊/孔琳/孟瑶
硬汉,8.3,喜剧/动作,丁晟,刘烨/黄秋生/尤勇/孙红雷/于荣光/陈雅伦/刘洋
即日启程,8.3,剧情/喜剧,刘江,范伟/居文沛/刘桦
命运呼叫转移,8.3,喜剧/爱情,刘仪伟/张坚庭/孙周/林锦和,葛优/刘仪伟/范冰冰/闫妮/邱心志/姚晨/徐峥/徐帆/杨立新/王学兵/秦岚/柳云龙/林依轮/毛俊杰/伊能静
合约情人,8.3,喜剧/爱情,张坚庭,任贤齐/范冰冰/徐子珊/元华/刘忆/刘仪伟/恒力/杨志英/张坚庭
姨妈的后现代生活,8.3,剧情/喜剧/爱情,许鞍华,斯琴高娃/周润发/赵薇/关文硕/卢燕/史可/方青卓/王子文/焦刚/张芝华/陈逸恒/陈奇/周爱林/王怡
茉莉花开,8.3,剧情/爱情/家庭,侯咏,章子怡/姜文/陈冲/刘烨/陆毅
千里走单骑,8.3,剧情,张艺谋,高仓健/中井贵一/蒋雯/寺岛忍/中本贤
七剑,8.3,剧情/动作/武侠/古装,徐克,甄子丹/黎明/杨采妮/张静初/孙红雷/金素妍/陆毅/戴立吾/刘家良/王敏德/白彪/周群达/马精武/胡明
大块头有大智慧,8.3,剧情/动作/惊悚,杜琪峰/韦家辉,刘德华/张柏芝/张兆辉/汤宝如/秦煌/黄华和/元彬
老鼠爱上猫,8.3,喜剧/动作/爱情,陈嘉上,刘德华/张柏芝/李冰冰/黄秋生/张达明/吴樾/杜汶泽/张豪龙/林子聪
百年好合,8.3,喜剧/动作/爱情,杜琪峰/韦家辉,郑秀文/古天乐/李冰冰/林雪/韩君婷/张锦程/夏雨/颜颖思
芭啦芭啦樱之花,8.3,剧情/喜剧/爱情/歌舞,马楚成,郭富城/张柏芝/阿牛/韩雪/恬妞
紫日,8.3,剧情/战争,冯小宁,富大龙/前田知惠/安娜·捷尼拉洛娃/王学伟/李鸣/孟承光/张巍/谢加起/富俊峰/张雁鸣/曹立柱/刘玉津/王文华/陆广义/陈名/聂清富/沈尚军/朱玉涛/王建民/奥列克/刘同友/鲍恺/姚岗/陈丰/长尾麻油
站台,8.3,剧情/历史,贾樟柯,王宏伟/赵涛/梁景东/杨荔钠/韩三明
红河谷,8.3,剧情/爱情/历史/战争,冯小宁,宁静/邵兵/应真/保罗·克塞
洗澡,8.3,剧情/喜剧/家庭,张杨,姜武/濮存昕/朱旭/李丁/封顺/何冰/杜彭/隋永清/胡贝贝/金钊/杨子纯/方征/刘夕媛/苗得发/乔凤伟
中华英雄,8.3,剧情/动作/冒险,刘伟强,郑伊健/舒淇/杨恭如/元彪/林晓峰/谢霆锋/吴镇宇/黄秋生/徐锦江/郑浩南/李灿森/叶佩雯/陈小春/郑佩佩
风云雄霸天下,8.3,动作/奇幻/冒险,刘伟强,郑伊健/郭富城/千叶真一/杨恭如/舒淇/郑丹瑞/谢天华/黄秋生/黎耀祥/朱永棠/尹扬明/张耀扬/方中信/于荣光/伍咏薇/徐静蕾/王志文/徐锦江/黄美棋
半生缘,8.3,剧情/爱情,许鞍华,黎明/吴倩莲/梅艳芳/黄磊/葛优/吴辰君/王志文/朱曼芳/刘昌伟/陈奇/吴云芳/江俊/张引棣/段炼/朱亚英/吕晶/许榕真
夜半歌声,8.3,剧情/爱情/惊悚/音乐,于仁泰,张国荣/吴倩莲/黄磊/刘琳/司徒慧焯/刘天池/鲍方/郭追/王冰
新天龙八部之天山童姥,8.3,动作/武侠/古装,钱永强,林青霞/巩俐/张敏/林文龙/徐少强/廖启智
少林寺,8.3,动作/武侠/古装,张鑫炎,李连杰/于海/丁岚/于承惠/计春华/王光权/胡坚强/孙建魁/刘怀良/张建文/阎涤华/王珏/杜传扬/崔志强/寻峰/潘汉光/方平/潘清福/蒋洪波
雪暴,8.2,动作/悬疑/犯罪,崔斯韦,张震/倪妮/廖凡/黄觉/刘桦/张奕聪/李光洁/岳小军/昌隆
撞死了一只羊,8.2,剧情,万玛才旦,金巴/更登彭措/索朗旺姆
云南虫谷,8.2,动作/奇幻/冒险,非行,蔡珩/顾璇/于恒/成泰燊/马浴柯/陈雨锶
叶问外传：张天志,8.2,剧情/动作/犯罪,袁和平,张晋/戴夫·巴蒂斯塔/柳岩/杨紫琼/托尼·贾/郑嘉颖/周秀娜/谭耀文/释彦能/姜皓文/栢天男/元华
宝贝儿,8.2,剧情,刘杰,杨幂/郭京飞/李鸿其
猛虫过江,8.2,喜剧/动作,小沈阳,小沈阳/潘斌龙/宋芸桦/金士杰/刘桦/胡明/曹瑞/陈惠敏/姚中仁/李立群/苑琼丹/肖央/杨树林/陈汉典/九孔/纳豆/沈春阳/高捷/马浴柯
英雄本色2018,8.2,剧情/动作,丁晟,王凯/马天宇/王大陆/余皑磊/林雪/吴樾/李梦/张艺上/姜珮瑶/李岷城/宁浩/韩寒/丁晟/曾志伟
机器之血,8.2,剧情/动作/科幻,张立嘉,成龙/罗志祥/欧阳娜娜/夏侯云姗/卡兰·马尔韦/泰丝·哈乌布里奇/吉娜·卡拉诺
七十七天,8.2,剧情/冒险,赵汉唐,江一燕/赵汉唐
鲛珠传,8.2,喜剧/动作/爱情/奇幻,杨磊,王大陆/张天爱/任达华/盛冠森/王迅/赵健/刘俊孝/释彦能/胡兵/何穗/蒋璐霞/杜奕衡/周一围
原谅他77次,8.2,爱情,邱礼涛,蔡卓妍/周柏豪 /卫诗雅/钟欣潼/卢巧音/郑希怡/雷琛瑜/郑诗君/陆永/林盛斌/小肥/惠英红/吴镇宇/郑丹瑞/李蕙敏/泰臣/孙佳君/韦罗莎/黄秋生
绑架者,8.2,动作/犯罪,徐静蕾/杨翌舒,白百何/黄立行/明道/李淳/李玖哲/徐静蕾/梁天
八月,8.2,剧情/家庭,张大磊,孔维一/张晨/郭燕芸
捉迷藏,8.2,悬疑/惊悚/犯罪,刘杰,霍建华/秦海璐/万茜/春夏/董子健
王牌逗王牌,8.2,喜剧/动作/冒险,王晶,刘德华/黄晓明/王祖蓝/胡然/欧阳娜娜/谢依霖/沈腾/赵英俊/戚薇/徐冬冬/毛俊杰/吴樾
中邪,8.2,惊悚/恐怖,马凯,董天文/何佳/赵树达/文中学/贺媛媛/冯丹菊/孙德强/谢印梅/刘荣惠/王丹丹
六弄咖啡馆,8.2,剧情/爱情,吴子云,董子健/颜卓灵/林柏宏/欧阳妮妮/宋伊人/戴立忍/张榕容
赏金猎人,8.2,剧情/喜剧/动作,申太罗,李敏镐/钟汉良/唐嫣/徐正溪/吴千语/樊少皇/金瑜美
我不是王毛,8.2,喜剧/战争,赵小溪,王大治/郭金杰/葛晓凤/苏丽/罗京民/徐箭/童振军/王旭东/赵中华/王蕴凡/彭纪国/美浓轮泰史
卧虎藏龙：青冥宝剑,8.2,剧情/动作/武侠/古装,袁和平,甄子丹/杨紫琼/岑勇康/刘承羽/李截/原丽淇/吴青芸/袁之正/陈钰芸/朴云龙/关永扬/吴育刚/张舒雅
极限挑战之皇家宝藏,8.2,喜剧/悬疑,任静/严敏,黄渤/孙红雷/黄磊/罗志祥/王迅/张艺兴/赵丽颖/于和伟
小门神,8.2,喜剧/动画/奇幻,王微,高晓松/白客/易小星/季冠霖/于心怡/赞达亚/毕啸岚/妮可·基德曼/任杰 /郭政建/杜语庭/于金龙/石磊/苏昊丹/申重/张旋/孙宽/孔英杰/茅玥/刘源/陈骏龙/赵霁
杜拉拉追婚记,8.2,喜剧/爱情,安竹间,周渝民/林依晨/陈柏霖/林珍娜/李佳航/邬君梅/邱木翰/陈妍希
坏蛋必须死,8.2,喜剧/动作/悬疑/犯罪,孙皓,陈柏霖/孙艺珍/乔振宇/申贤俊/张光/杨旭文/丁文博/朴哲民/关晓彤
恋爱中的城市,8.2,爱情,文牧野/董润年/韩轶/傅天余/冀佳彤,杨幂/郑开元/江疏影/李梦/李贤宰/张榕容/黄轩/江一燕/张孝全/白百何/阮经天
王朝的女人·杨贵妃,8.2,爱情/古装,十庆,范冰冰/黎明/吴尊/陈冲/宁静/吴刚/金浩/陈宝国/文章/秦怡/屠洪刚/吴樾
谜城,8.2,动作/惊悚/犯罪,林岭东,古天乐/余文乐/佟丽娅/张孝全/谢天华/元秋/李灿森/伍允龙/姜皓文/林子善/任达华/高捷/马浴柯/谭炳文
暴疯语,8.2,悬疑/惊悚,李光耀,刘青云/黄晓明/方中信/薛凯琪/鲍起静/叶璇/毛俊辉/孙佳君/冼色丽/卫诗雅/李国麟
冲锋车,8.2,喜剧/犯罪,刘浩良,吴镇宇/任达华/古巨基/谭耀文/郑浩南/思漩/姜皓文/纪焕博/庄洁梦/张豫玥/邵音音/高捷/罗永昌/麦兆辉/庄文强/胡耀辉
可爱的你,8.2,剧情,关信辉,杨千嬅/古天乐/王诗雅/傅舜盈/陈丽儿/李咏珊/何涴潆/吴耀汉/吴浣仪/姜皓文/刘玉翠/狄哲龙/利绵娜/冯淬帆/马浴柯/火火/黄文慧
魁拔Ⅲ战神崛起,8.2,动作/动画/奇幻/冒险,王川/张钢/周洁,刘婧荦/姚姝/王宇腾/杨晨/刘校妤/王凯/敖磊/石困困/宝木中阳/马斑马/杨凝/阿杰/范哲琛/图特哈蒙/姜广涛
触不可及,8.2,爱情/战争,赵宝刚,孙红雷/桂纶镁/方中信/徐静蕾/黄磊/蒋勤勤/蔡少芬/奚美娟/方俊/端木崇慧/李婳/谭凯
临时同居,8.2,喜剧/爱情,卓韵芝,张家辉/郑秀文/杨颖/欧豪/黄子华/胡杏儿/张学友/王菀之/姜武/陈果/葛民辉/何穗
冰封：重生之门,8.2,喜剧/动作/奇幻,罗永昌,甄子丹/王宝强/黄圣依/任达华/喻亢/林雪/张少华/陈浩民/胡明/王宗尧/庄思敏/胡耀辉/雨侨/陈炜/卢海鹏/黄文慧/陈慧慧/包雨萌
逃出生天,8.2,剧情/灾难,彭发/彭顺,古天乐/刘青云/陈思诚/李心洁/李馨巧/马浴柯/金巧巧/臧金生/张兆辉/马德钟/许绍雄/小肥/唐诗咏/徐佳琦/田牧宸
摩登年代,8.2,剧情/喜剧,邵晓黎,徐峥/张子枫/王宣予/张颂文/王太利/肖央/岳小军/杜家毅
魁拔之大战元泱界,8.2,动作/动画/奇幻/冒险,王川,刘婧荦/刘校妤/王凯/敖磊/瞿澳晖/郭政建/杨晨
圣诞玫瑰,8.2,剧情/悬疑/犯罪,杨采妮,郭富城/桂纶镁/夏雨/秦海璐/张震/廖启智/夏文汐/李绮虹/万茜/甘国亮
神探亨特张,8.2,动作/犯罪,高群书,张立宪/史航/宁财神/顾小白/白燕升/牟森/齐溪/舒可文/王鸥/方磊/赵明义/张发财/陈晓卿/全勇先/张小强/张阿信/张晔子/徐闻/慕容雪村/张恩超
饭局也疯狂,8.2,剧情/喜剧,尚敬,范伟/黄渤/刘桦/代乐乐/莫小棋/刘亚津/梁冠华/韩童生
新天生一对,8.2,剧情/喜剧/爱情/家庭,朱延平,周渝民/小小彬/陈嘉桦/杨幂/陈楚生/丁莎莎
李献计历险记,8.2,爱情/奇幻/冒险,郭帆/李阳,房祖名/王子文/姜武/姚橹/范明/矢野浩二/游本昌/陈羽凡/胡海泉/李响/白凯南
辛亥革命,8.2,剧情/历史/战争,张黎/成龙,赵文瑄/成龙/李冰冰/胡歌/孙淳/姜武/陈冲/余少群/宁静/房祖名/杜宇航/梅婷/陶泽如/邢佳栋
青春期,8.2,剧情,管晓杰,赵奕欢/王一/古筝/王梦婷/郭佳伟/梁庭瑜/张倩/秦汉擂/黄蓉/张明磊/李曼铱/孙率航/杨宜慧/于娜/刘芳
孤岛惊魂,8.2,悬疑/惊悚/恐怖,钟继昌,陈小春/杨幂/叶山豪/蔡淑臻/黄又南/徐天佑/安雅/谭俊彦/李曼筠/徐自贤
战国,8.2,剧情/动作/爱情/悬疑/战争/古装,金琛,孙红雷/景甜/金喜善/吴镇宇/中井贵一/姜武/冯恩鹤/黄海冰/廖京生/雪村/郭德纲/徐娇/何云伟/方子哥/李子雄/熊欣欣/马精武/雷恪生/吴军
硬汉2：奉陪到底,8.2,动作/爱情,丁晟,刘烨/焦恩俊/刘承俊/张梓琳
西风烈,8.2,剧情/动作/犯罪/西部,高群书,段奕宏/倪大红/吴京/张立/吴镇宇/余男/夏雨/杨采妮
完美嫁衣,8.2,喜剧/爱情,黄真真,杨千嬅/林峯/葛民辉/毛舜筠/廖碧儿/徐子珊/朱璇/周秀娜/敖嘉年/麦玲玲/翁佳妮/刘以达/吴耀汉
龙凤店,8.2,喜剧/爱情/古装,钟澍佳,徐熙媛/任贤齐/霍思燕/陈百祥/罗家英/巩新亮/梁小龙/潘长江/赵志凌/黄晓明/周立波/何伟/林威/刘亚津
全城戒备,8.2,动作/科幻/惊悚,陈木胜,郭富城/舒淇/邹兆龙/张静初/吴京/张宝雯/铁男/元华/周秀娜/尹子维
摇摆de婚约,8.2,剧情/喜剧,鄢钷/肖蔚鸿,姚晨/朱雨辰/郭晓东/蒋小涵/吴辰君/张晨光/马艳丽
倔强萝卜,8.2,喜剧/犯罪,田蒙,黄渤/黄奕/杜海涛/马书良/黄小蕾/张殿菲/韩志/邓紫飞
白银帝国,8.2,剧情/爱情/家庭/传记/历史/古装,姚树华,郭富城/郝蕾/张铁林/詹妮弗·提莉/金士杰/恬妞/丁志城/雷镇语/吕中/李依晓
机器侠,8.2,喜剧/动作/爱情/科幻,刘镇伟,孙俪/方力申/胡军/甘薇/郑中基/吴京/曾志伟/罗家英
二十四城记,8.2,剧情,贾樟柯,吕丽萍/陈冲/赵涛/陈建斌
高兴,8.2,剧情/喜剧,阿甘,郭涛/田沅/冯砾/海一天/苗圃/黄渤/林雪/张兆辉/巴多
天堂口,8.2,剧情/动作/爱情,陈奕利,吴彦祖/舒淇/刘烨/杨祐宁/张震/孙红雷/李小璐/高捷/陆弈静
每当变幻时,8.2,剧情/喜剧/爱情,罗永昌,杨千嬅/陈奕迅/黄渤/冯淬帆/张睿羚/黄又南/林家栋/谷祖琳/黄浩然/许绍雄/冯绍峰
大电影,8.2,喜剧/动作,刘晓光,姚晨/黄渤/焦阳/曾志伟
童梦奇缘,8.2,剧情/喜剧/科幻/奇幻,陈德森,刘德华/莫文蔚/林家栋/黄日华/应采儿/冯小刚/薛立贤/李冰冰/田蕊妮/杜汶泽/张燊悦
千杯不醉,8.2,喜剧/爱情,尔冬升,杨千嬅/吴彦祖/方中信/胡静/钱嘉乐/官恩娜/连凯/戴梦梦/谷德昭/何华超/尹子维/岑宝儿/叶山豪/王合喜/樋口明日嘉/方平
青红,8.2,剧情,王小帅,高圆圆/李滨/姚安濂/秦昊/王雪洋/汤杨/王小凡/戴文燕/林源/孙庆昌/尤芳明
三岔口,8.2,动作/犯罪,陈木胜,吴彦祖/郭富城/郑伊健/罗嘉良/李心洁/宁静/于荣光/阮民安/彭敬慈/林海峰/曾志伟/李灿森/林雪/梁俊一/赵雪妃
恋爱地图,8.2,爱情,下山天/易智言/张一白,陈柏霖/范晓萱/市川由衣/加濑亮/李小璐/大杉涟/塚本高史/伊东美咲/杨蕊
大事件,8.2,剧情/动作/犯罪,杜琪峰,陈慧琳/张家辉/任贤齐/林雪/任达华/许绍雄/邵美琪/张兆辉/尤勇/丁海峰
地下铁,8.2,爱情,马伟豪,杨千嬅/梁朝伟/张震/董洁/范植伟/桂纶镁/葛民辉/林雪/徐天佑/方力申/黄婉伶/黄婉君/森美
绿茶,8.2,剧情/爱情,张元,赵薇/姜文/王海珍/方力均/张元
恋上你的床,8.2,喜剧/爱情,陈庆嘉/梁柏坚,郑秀文/古天乐/刘青云/蔡卓妍/吴君如/梁家辉/詹瑞文/刘以达/林雪/张文慈
巴尔扎克与小裁缝,8.2,剧情/爱情/传记,戴思杰,周迅/刘烨/陈坤/王双宝/丛志军/王宏伟/肖雄/陈炜
和你在一起,8.2,剧情/音乐,陈凯歌,唐韵/刘佩琦/陈红/王志文/陈凯歌/程前/陈强
冲出亚马逊,8.2,剧情/动作,宋业明,侯勇/穆立新/汤姆·巴特勒/JR·波恩/强·库斯勃特
开往春天的地铁,8.2,剧情/爱情,张一白,耿乐/徐静蕾/张杨/柯蓝/高圆圆/范伟
决战紫禁之巅,8.2,喜剧/动作/奇幻/冒险,刘伟强,刘德华/郑伊健/张家辉/赵薇/杨恭如/谭耀文/徐锦江/天心/徐少强/林晓峰/李炜尚/吴志雄/黄一飞
背靠背，脸对脸,8.2,剧情,黄建新/杨亚洲,牛振华/雷恪生/李强/句号/王劲松/戈治均/佘南南/张嘉译/刘国祥/徐学政/林海海/温谦/马载军/吴玮玲/张艺/韩炳杰/杨亚洲/王馥荔
菊豆,8.2,剧情,张艺谋/杨凤良,巩俐/李保田/李纬/丛志军/金甲/牛星丽
大师兄,8.1,喜剧/动作,阚家伟,甄子丹/陈乔恩/喻亢/骆明劼/汤君慈/汤君耀/李靖筠/刘朝健/林秋楠/云千千/林嘉华/张坚庭/骆应钧/李枫/欧阳伟豪/楼南光/张文杰
巨额来电,8.1,剧情/犯罪,彭顺,陈学冬/张孝全/桂纶镁/蒋梦婕/姜超/张兆辉/陈欣健/何华超/雪村/谭凯
引爆者,8.1,动作/犯罪,常征,段奕宏/余男/王景春/成泰燊/余皑磊/郑楚一/陆彭
追捕,8.1,剧情/动作/悬疑/犯罪,吴宇森,张涵予/福山雅治/戚薇/河智苑/国村隼/竹中直人/仓田保昭/斋藤工/吴飞霞/樱庭奈奈美/池内博之/冈本多绪/德永邦治/矢岛健一/田中圭/中村让/吉泽悠
密战,8.1,剧情/动作/战争,钟少雄,郭富城/赵丽颖/张翰/任达华/张蓝心/朱一龙/于晓光/刘玥心/奚美娟/寇振海/由立平/安亚平/孙耀威/曹操/李滨/涂黎曼/艾如
